id,name,review_count,rating,latitude,longitude,price,zip_code
JxCg9rR20YG7pyrZ38cUDQ,The Kitchen by Cooking with Que,19,4.5,42.36946,-83.07309,0,48202
d-5lyKTcTy10JSrBnR3q0A,Freya,25,4.5,42.37217,-83.06698,0,48202
y6fqk-OHUuPw4QjHu-bDow,Traffic Jam & Snug,510,3.0,42.35096,-83.06609,2,48201
JvolfqwcN7PC4CVQGssGCg,Poke Poke - Sushi Unrolled,62,4.0,42.35341,-83.06245,2,48201
zVuAAy0rIz3LvF_eRb1JuA,Yemen Cafe,129,4.0,42.39018,-83.05329,2,48212
5ZM8W-9-iOnoaJ4L1tTr2Q,The Turkey Grill,113,3.0,42.37598,-83.0769,2,48202
kPUW4CeGVhxbgpg5Jyfs4w,Mac Shack,91,4.0,42.34808,-83.04249,1,48071
s1EvatUyz12BoWVC3EbK2A,Promenade Artisan Foods,8,5.0,42.36989,-83.07757,0,48202
w7doyg39N4SQjQxVfEQ1xw,Joe Louis Southern Kitchen,43,3.5,42.36969,-83.07342,2,48202
lpRCefLR1QwA-hzxBWvNiA,Savant,84,4.0,42.35411,-83.06351,0,48202
bCx2txcAqiZpUW1U3mNCQw,New China One,33,3.5,42.37151,-83.07391,1,48202
y0kxWdbQVUrkS2KlmOnnOw,Parks Old Style Bar-B-Q,78,2.5,42.37378,-83.06812,2,48202
nRf5bVtThFpkctyPJcA_gA,Lunchtime Detroit,13,3.5,42.37002,-83.07587,1,48202
VerpVHJjf9W87vPmC0OaLQ,Starter's Bar and Grill,127,3.0,42.35391,-83.06286,2,48201
QQmE5sfaHxP5Az0SdGOaNA,Mocad Café,15,4.5,42.35369,-83.06148,2,48201
9xlGxd3zL3Rpq5fhIvHqLQ,Shield's Restaurant Bar Pizzeria,40,3.5,42.3576,-83.06505,0,48202
cVFXGNMHEipnAUCHhR2vVQ,CaféDIA,8,4.0,42.37706,-83.07724,1,48202
FPUnc3Oks54V1RPla5PY2A,La Musique Restaurant,25,2.5,42.37025,-83.07472,2,48202
BSq1bR8goO8iu6Cxc3C8Hw,New Center Grill,17,3.0,42.37034,-83.07628,1,48202
9fha5VcmS3qABRPEfBBqXA,Impasto - Italian Inspired Wraps,15,5.0,42.33693,-83.30484,1,48127
Ly1IdVoz56sr48yWhTrAJA,Grandys Coney Island Restaurant,24,3.5,42.38578,-83.06879,1,48211
TDZD1aNzR9qBA06B8fZr8w,Olympic Grill,28,3.5,42.35614,-83.06563,1,48201
70zEOA3dsFEwHs5IIFWiaQ,La Dolce Vita,394,3.5,42.42027,-83.10643,2,48203
ZbqZBz6OcGqtELFYqYlJYw,The Dakota Inn Rathskeller,135,4.0,42.41994,-83.10164,2,48203
BKSUrliOqp-5G2nxikC_Yw,The Narrow Way Cafe & Shop,81,5.0,42.43404,-83.1418,1,48221
H5WDC5Dckm202TIqhweFNA,Kuzzos Chicken & Waffles,680,3.0,42.43413,-83.14193,2,48221
vUAznKs_8crdw7gYkBqSJg,Good Cakes and Bakes,97,4.5,42.43457,-83.14181,1,48221
cPOkQokl5iK9qKcLr0r17w,Bakers Keyboard Lounge,220,4.0,42.44534,-83.14161,2,48221
ITsDoLYGtRBhKHzSSgqq0g,Fat Salmon Sushi,88,4.0,42.40085,-83.06097,2,48212
0D6zxlfaDbIJTWYwZ4mFhQ,Sullaf Restaurant,18,4.5,42.43231,-83.11156,1,48203
77xiexBhSzXLPitxrS6mtg,Schramm's Mead,56,4.5,42.45421,-83.14237,2,48220
