id,name,review_count,rating,latitude,latitude_truncated,longitude,longitude_truncated,price,zip_code,is_black_owned
-NLBAIP5O8BYqbPg0toNog,El Habanero,487,4.5,41.92496,41.92496,-87.71099,-87.71099,$$,60647,1
zsL_VMONkLJjykXejIE8Gw,Hot Woks Cool Sushi,403,3.5,41.9528312683105,41.95283,-87.7278366088867,-87.72783,$$,60641,1
ElCbMJRjgu9LDj4MxOKXew,Big Jones,1631,3.5,41.97944,41.97944,-87.66793,-87.66793,$$,60640,1
NlrQZMJlMoC6gY9jb5zOQw,Merla's Kitchen,114,4.0,41.9758575617891,41.97585,-87.7134847486592,-87.71348,$,60625,1
eID8U-VLJrbF2zzlxeyldQ,Oromo Cafe,224,4.5,41.9667937,41.96679,-87.6871507,-87.68715,$$,60625,1
JDNZxz0ud7zhuPo5pqznMA,Demera Ethiopian Restaurant,1158,4.0,41.96918,41.96918,-87.65931,-87.65931,$$,60640,1
JVPraLjYtcNRzcfhHHNOhQ,The Grafton,515,4.0,41.96393,41.96393,-87.68587,-87.68587,$$,60625,1
lgdxwmfYeHFd-BVhZnTGfQ,Eden in Chicago,246,4.5,41.94283358536111,41.94283,-87.69655295977137,-87.69655,$$$,60618,1
ALwH81_sqskLmwfWS-_eeQ,Tank Noodle,1843,4.0,41.9731100981603,41.97311,-87.65954048683,-87.65954,$$,60640,1
7vsOVA4wrHP6f3DMQdD8og,Volare Ristorante Italiano,2328,4.0,41.8915901798304,41.89159,-87.6225186472213,-87.62251,$$,60611,1
ttDpEi84vz2ZP5H6n8xZAg,Coffee Slasticarna Drina,69,5.0,41.96832,41.96832,-87.69167,-87.69167,$,60625,1
_d5Br6nZWpBNwL-4isroJA,Yuzu Sushi & Robata Grill,1795,4.0,41.89569,41.89569,-87.67172,-87.67172,$$,60622,1
FgsvAwRexyHgUsqUMAiM3w,Pupuseria Restaurant Cuscatleco,74,4.0,41.9683421098996,41.96834,-87.7070768441803,-87.70707,$,60625,1
cyoEeLb5rc9ZAeTO2dkEUQ,Do-Rite Donuts & Chicken,1294,4.5,41.894028,41.89402,-87.6213298,-87.62132,$,60611,1
W3G0ytMhEITrWhJGCZ3D0g,Aroy Thai Restaurant,431,4.0,41.966782,41.96678,-87.679292,-87.67929,$$,60625,1
bZlyi7cb9opUeuxhiZr91A,Thai Valley,145,3.5,41.9648206006372,41.96482,-87.7085131532164,-87.70851,$,60625,1
91ARglBbekWzfpcouA1GtA,Cafe Beograd,212,4.0,41.95371,41.95371,-87.70216,-87.70216,$$,60618,1
pAHABLrE2cVSFPQvk_xu7Q,Bia's Café Marianao,130,4.5,41.946,41.946,-87.73617,-87.73617,$,60641,1
oLM9piDKbj2PDgy-m3XEcQ,Calo Ristorante,1104,4.0,41.97934,41.97934,-87.66793,-87.66793,$$,60640,1
jImBrAd65LeLWne9lfK2tg,The Wormhole Coffee,1189,4.5,41.908418,41.90841,-87.674603,-87.6746,$,60622,1
UK5Xb8xqUOUBi5vQu0bQXQ,Maple & Ash,1752,4.5,41.9021130633339,41.90211,-87.6286945502972,-87.62869,$$$$,60610,1
T9xKvh9GxwnuU_4WjYZb9w,Wildberry Pancakes and Cafe,1210,4.5,41.8977379,41.89773,-87.6220855,-87.62208,$$,60611,1
ARfLLgpCRmO3a7758UXiiw,Middle East Bakery & Grocery,424,4.5,41.9763326,41.97633,-87.6686814,-87.66868,$$,60640,1
VVL_iqvKG8YGFjwyCo9quw,Jeff's Red Hots,171,4.5,41.951713,41.95171,-87.746894,-87.74689,$,60641,1
sNQglz_HoXgnUi1KTN3Iew,Gibsons Bar & Steakhouse,2193,4.0,41.90141,41.90141,-87.62809,-87.62809,$$$,60611,1
Rw0xPco50HMr9JNiqgiGnQ,Royal Thai Restaurant,301,4.0,41.9612451,41.96124,-87.684196,-87.68419,$,60618,1
2cETD5PTiMqD7LihZN0TRg,Chiya Chai Cafe,476,4.0,41.9314223820557,41.93142,-87.7114093648563,-87.7114,$$,60647,1
QNgAWNaFfJ13M4iNSO482g,Wolfy's,312,4.0,41.9907626706711,41.99076,-87.6985761569792,-87.69857,$,60659,1
Dks6hZZIjXr2S0KV7_z-wg,Pride Sushi and Thai,242,4.5,41.99071,41.99071,-87.69734,-87.69734,$$,60659,1
_wtMT97gelNAyfI82FPFvA,3 Arts Club Cafe,1251,4.5,41.90583775212421,41.90583,-87.6304882,-87.63048,$$$,60610,1
QPr7dxBlnNipJ0R5-GMd-w,Slim's,396,4.0,41.9615868227063,41.96158,-87.6799042895436,-87.6799,$,60618,1
sYzkzjM2upp2vW32vPaJ9w,Ghareeb Nawaz,950,4.0,41.997979,41.99797,-87.681612,-87.68161,$,60659,1
6M4TSWnaZEjne9bZQAwMHw,Pizza Art Cafe,419,3.5,41.96651,41.96651,-87.69399,-87.69399,$$,60625,1
KPQTn3g1aawws-rp6A3hNg,Elizabeth Restaurant,206,4.0,41.96954,41.96954,-87.68863,-87.68863,$$$$,60625,1
jlVvQOf4YE3ZO1gMFSAdww,Buona Terra,648,4.5,41.92788,41.92788,-87.69722,-87.69722,$$,60647,1
sYL9ux7ncnJzAHHppuMQ9w,The Crab Pad,561,4.5,41.92744,41.92743,-87.70424,-87.70424,$$,60647,1
cogKxXFxzXzTpPRrFyg6Ig,Libanais Sweets And Restaurant,370,4.0,41.997667,41.99766,-87.71224,-87.71224,$$,60712,1
mCHto10PBQOKnefm7gholg,90 Miles Cuban Café,2212,4.0,41.9176864624023,41.91768,-87.6918029785156,-87.6918,$$,60647,1
J1e-SGNCiU02aFQ4T-u2DQ,The Bongo Room,668,4.0,41.973183,41.97318,-87.668348,-87.66834,$$,60640,1
NOKQi1saEWWp-cbUhkUtFQ,Velvet Taco,1646,4.0,41.90224,41.90224,-87.62851,-87.62851,$$,60610,1
__Cyg8dz3HY6tKuOYk0X7w,Original Alps Pancake House,279,3.5,41.95345,41.95345,-87.71927,-87.71927,$$,60618,1
5D5GiHm67V4thed30Etzhg,Summer House Santa Monica,2597,4.0,41.9174315,41.91743,-87.6486675,-87.64866,$$,60614,1
JR5TOTAgxBj4YLfNQ3Dljw,Mindy's Bakery,2432,4.0,41.91367,41.91367,-87.67718,-87.67718,$$,60647,1
